name,rating,reviews,industry,location,highly_rated,critically_rated
AECC Global,3.3,145,Financial Services,Chennai +20 other locations,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Clearwater Analytics,2.6,145,Internet,Noida +4 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Altigreen Propulsion Labs,3.4,145,Electronics Manufacturing,Bangalore / Bengaluru +15 other locations,,"Job Security, Promotions / Appraisal, Salary & Benefits"
Recykal,4.2,146,Internet,Hyderabad / Secunderabad +10 other locations,"Work Life Balance, Company Culture, Job Security",
Giridhan Metal,4.0,145,,,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal
Solera,3.1,145,IT Services & Consulting,Bangalore / Bengaluru +3 other locations,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Rysun Labs,3.2,145,IT Services & Consulting,Ahmedabad +6 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
Motwane Manufacturing Company,3.5,145,Electrical Equipment,Nashik +9 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
Verka milk dairy,4.0,145,Agriculture,Chandigarh +17 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Nxtra Data,4.2,145,IT Services & Consulting,Pune +12 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning",
Brickwork Ratings,3.2,145,Financial Services,Bangalore / Bengaluru +21 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Dentsu Communications,3.3,146,,,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Verint Systems,4.0,145,IT Services & Consulting,Bangalore / Bengaluru +5 other locations,"Company Culture, Work Life Balance, Job Security",
Isha Foundation,4.1,145,Non-Profit,Coimbatore +14 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
DLF Brands,3.9,145,Retail,New Delhi +18 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Liebherr,3.9,145,Industrial Machinery,Mumbai +26 other locations,"Job Security, Salary & Benefits",Promotions / Appraisal
Million Minds Management Services,3.5,145,Recruitment,New Delhi +39 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Dedicated Freight Corridor Corporation Of India,4.0,145,Government,New Delhi +32 other locations,"Work Life Balance, Work Satisfaction",Promotions / Appraisal
Multi Commodity Exchange of India,3.3,145,Financial Services,Mumbai +9 other locations,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Muvi,3.6,145,Internet,Bhubaneswar +3 other locations,"Work Life Balance, Company Culture","Job Security, Promotions / Appraisal, Salary & Benefits"
General Diagnostics International Private Limited,3.1,145,Healthcare,Mumbai +23 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Shilpa Biologicals,2.8,145,,,,"Job Security, Company Culture, Work Satisfaction"
STPL,3.5,145,IT Services & Consulting,Lucknow +28 other locations,Work Life Balance,"Job Security, Promotions / Appraisal, Company Culture"
Sabyasachi Couture,3.7,145,Fashion & Textile,Kolkata +5 other locations,,"Promotions / Appraisal, Company Culture, Skill Development / Learning"
NASDAQ,3.5,145,Financial Services,Bangalore / Bengaluru +8 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Apcotex Industries,3.7,145,Chemicals,Navi Mumbai +11 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Sakshi,3.6,145,Printing & Publishing,Hyderabad / Secunderabad +27 other locations,"Work Satisfaction, Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits"
Computer Generated Solutions,3.0,145,IT Services & Consulting,Hyderabad / Secunderabad +6 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
TAAZAA,3.9,145,IT Services & Consulting,Noida +2 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",
Pramati Technologies,4.4,144,IT Services & Consulting,Hyderabad / Secunderabad +3 other locations,"Job Security, Company Culture, Work Life Balance",
Nesma Trading,4.2,144,Engineering & Construction,Al Khobar +11 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits"
Spinco Biotech,3.6,144,Biotechnology,Chennai +16 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Meghmani Group,3.4,145,,,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Interra Information Technologies,3.1,144,IT Services & Consulting,Noida +4 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
Opus Technologies,3.4,144,FinTech,Pune +6 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
SOTI,3.1,145,Software Product,Gurgaon / Gurugram +8 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Sohan Lal Commodity Management,3.9,144,Logistics,New Delhi +29 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal
Brand Factory,4.6,144,Retail,Mumbai +40 other locations,"Work Life Balance, Work Satisfaction, Job Security",
Jar,4.3,145,FinTech,Bangalore / Bengaluru +2 other locations,"Work Life Balance, Skill Development / Learning, Salary & Benefits",
Zacks Research,2.8,144,Financial Services,Kolkata +1 other locations,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Neverskip,3.6,144,Education & Training,Chennai +27 other locations,,"Promotions / Appraisal, Salary & Benefits"
BDG Metal & Power,3.9,144,Iron & Steel,Durgapur +5 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal
NimbusPost,3.2,145,Logistics,Gurgaon / Gurugram +9 other locations,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Grundfos,3.9,144,Industrial Machinery,Chennai +18 other locations,"Work Life Balance, Company Culture","Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
CDW,4.4,145,IT Services & Consulting,Chennai +4 other locations,"Work Life Balance, Company Culture, Job Security",
PMI Electro Mobility Solutions,3.8,144,Automobile,Dharuhera +20 other locations,,"Promotions / Appraisal, Company Culture, Job Security"
Niveus Solutions (Part of NTT Data),3.6,144,IT Services & Consulting,Mangaluru +5 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Qualtech Consultants,3.5,144,IT Services & Consulting,Noida +5 other locations,,"Work Life Balance, Promotions / Appraisal, Salary & Benefits"
Creative Garments,3.9,144,Fashion & Textile,Mumbai +13 other locations,,"Job Security, Company Culture, Work Satisfaction"
Chandan Healthcare,3.2,145,Healthcare,Lucknow +13 other locations,,"Company Culture, Work Satisfaction, Promotions / Appraisal"
Aczet,3.3,144,Electronics Manufacturing,Mumbai +13 other locations,,"Company Culture, Promotions / Appraisal, Salary & Benefits"
DIC India,3.9,144,Chemicals,Noida +15 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
CBNITS,3.8,144,IT Services & Consulting,Kolkata +2 other locations,"Salary & Benefits, Work Life Balance, Promotions / Appraisal",Job Security
Anvil Cables,3.7,144,Semiconductors,Kolkata +25 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
Ewac Alloys,4.1,144,Industrial Machinery,Ankleshwar +34 other locations,"Skill Development / Learning, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits"
Altruistic Technology Labs,3.3,144,,,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Kirtane & Pandit,3.5,145,Accounting & Auditing,Pune +11 other locations,,"Salary & Benefits, Promotions / Appraisal, Skill Development / Learning"
AlgoShack,4.2,144,Software Product,Bangalore / Bengaluru +1 other locations,"Company Culture, Work Satisfaction, Promotions / Appraisal",
Rajasthan Aushdhalaya,3.7,145,Pharma,Mumbai +25 other locations,,"Job Security, Promotions / Appraisal"
Fedora Solutions,3.5,144,IT Services & Consulting,Ahmedabad +2 other locations,Job Security,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Kotak Mahindra Asset Management Company,4.0,144,Financial Services,Mumbai +53 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Chemveda Life Sciences,3.9,144,Clinical Research,Hyderabad / Secunderabad +5 other locations,"Work Life Balance, Company Culture, Job Security",
CARS24 Financial Services,3.4,144,,,,"Promotions / Appraisal, Job Security, Work Life Balance"
Kotak Mahindra Asset Management Company,4.0,144,Financial Services,Mumbai +53 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Nirmal Industrial Controls,3.8,144,Industrial Automation,Mumbai +19 other locations,"Job Security, Skill Development / Learning",Promotions / Appraisal
AVIZVA,2.3,144,IT Services & Consulting,Gurgaon / Gurugram +4 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
Fedora Solutions,3.5,144,IT Services & Consulting,Ahmedabad +2 other locations,Job Security,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Zacks Research,2.8,144,Financial Services,Kolkata +1 other locations,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
CL Educate,3.8,145,Education & Training,New Delhi +23 other locations,Job Security,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
BDG Metal & Power,3.9,144,Iron & Steel,Durgapur +5 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal
GreenCell Mobility,3.5,144,Logistics,Mumbai +22 other locations,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Brand Factory,4.6,144,Retail,Mumbai +40 other locations,"Work Life Balance, Work Satisfaction, Job Security",
AlgoShack,4.2,144,Software Product,Bangalore / Bengaluru +1 other locations,"Company Culture, Work Satisfaction, Promotions / Appraisal",
Anvil Cables,3.7,144,Semiconductors,Kolkata +25 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
Grundfos,3.9,144,Industrial Machinery,Chennai +18 other locations,"Work Life Balance, Company Culture","Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Planit Testing India,3.3,144,IT Services & Consulting,Hyderabad / Secunderabad +5 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Ncr Eduservices,3.1,144,Education & Training,Noida +9 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Ewac Alloys,4.1,144,Industrial Machinery,Ankleshwar +34 other locations,"Skill Development / Learning, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits"
Academor,2.7,144,Education & Training,Bangalore / Bengaluru +6 other locations,,"Salary & Benefits, Work Satisfaction, Job Security"
Creative Garments,3.9,144,Fashion & Textile,Mumbai +13 other locations,,"Job Security, Company Culture, Work Satisfaction"
Ogilvy,3.5,144,Marketing & Advertising,Mumbai +11 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Ford Motor Credit Company,4.1,144,Financial Services,Chennai +15 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
B5 Plus,3.3,143,Iron & Steel,Vadodara +11 other locations,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Fair Exports,3.4,143,Import & Export,New Delhi +21 other locations,,"Promotions / Appraisal, Company Culture, Salary & Benefits"
Haldiram Bhujiawala,3.0,143,Food Processing,Kolkata +37 other locations,,"Promotions / Appraisal, Company Culture, Job Security"
Klassic Wheels,2.8,143,Auto Components,Ahmednagar +10 other locations,,"Salary & Benefits, Promotions / Appraisal, Company Culture"
Sage Metals,3.6,143,Metals & Mining,New Delhi +8 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
Evertogen Life Sciences,3.6,143,,,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Krishak Bharati Cooperative,4.4,143,Agro Chemicals,Surat +23 other locations,"Job Security, Work Life Balance, Salary & Benefits",
Gail Gas,3.8,143,Oil & Gas,Bangalore / Bengaluru +35 other locations,Work Life Balance,"Promotions / Appraisal, Job Security, Work Satisfaction"
Vipul Motors,3.7,143,Automobile,Faridabad +7 other locations,,Promotions / Appraisal
Ritco Logistics,3.6,143,Logistics,Gurgaon / Gurugram +29 other locations,,"Job Security, Company Culture, Work Life Balance"
Shri Mahant Indiresh Hospital,3.3,143,Healthcare,Dehradun +7 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Zeta Global,3.4,143,Software Product,Hyderabad / Secunderabad +5 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Hills Cement Company,3.1,143,Engineering & Construction,Guwahati +9 other locations,,"Job Security, Promotions / Appraisal, Work Life Balance"
Lester Infoservices,3.3,143,BPO,Mumbai +3 other locations,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
Jai Beverages,3.5,143,Beverage,Jammu +15 other locations,,"Promotions / Appraisal, Company Culture, Skill Development / Learning"
Virtusa Software Services,3.3,143,IT Services & Consulting,Chennai +9 other locations,,"Work Satisfaction, Promotions / Appraisal, Company Culture"
Euronics Industries,3.7,143,Building Material,Gurgaon / Gurugram +19 other locations,,"Promotions / Appraisal, Job Security"
Amec Foster Wheeler,3.9,143,Oil & Gas,Chennai +14 other locations,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal
Nayati Hospital,3.3,143,Healthcare,Mathura +10 other locations,,"Job Security, Salary & Benefits, Promotions / Appraisal"
Indian School Finance Company,4.6,143,NBFC,Hyderabad / Secunderabad +38 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Curateq Biologics,3.4,143,Biotechnology,Hyderabad / Secunderabad +5 other locations,Job Security,"Work Satisfaction, Company Culture, Work Life Balance"
GreenCell Mobility,3.5,144,Logistics,Mumbai +22 other locations,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
KEM Hospital,3.6,143,Healthcare,Pune +5 other locations,,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction"
Puma Energy,3.0,143,Power,Mumbai +8 other locations,Salary & Benefits,"Job Security, Company Culture, Skill Development / Learning"
Lester Infoservices,3.3,143,BPO,Mumbai +3 other locations,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
B5 Plus,3.3,143,Iron & Steel,Vadodara +11 other locations,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
ITC Group,3.8,143,,,Job Security,"Promotions / Appraisal, Work Satisfaction"
