Serial_No,Brand,Product_Name,Price,Original_Price,Discount,Product_Link,Image_URL
337,cazzano,Men Woolen Beanie,₹400,₹999,(60% off),https://www.ajio.com/cazzano-men-woolen-beanie/p/701026672_black?,
338,Bene Kleed,Men Embroidered Baseball Cap,₹532,"₹1,899",(72% off),https://www.ajio.com/bene-kleed-men-embroidered-baseball-cap/p/702580628_grey?,
339,CONVERSE,Unisex Large Logo SC Cap,"₹1,189","₹1,699",(30% off),https://www.ajio.com/converse-unisex-large-logo-sc-cap/p/700413545_blue?,
340,Indie Picks,Beanie Cap with Fur Lining,₹319,₹499,(36% off),https://www.ajio.com/indie-picks-beanie-cap-with-fur-lining/p/700335283_maroon?,
341,DNMX,Men Striped Woolen Beanie,₹335,₹399,(16% off),https://www.ajio.com/dnmx-men-striped-woolen-beanie/p/441351229_navy?,
342,Puma,Maximal Woven Logo Prime Cap,₹520,"₹1,299",(60% off),https://www.ajio.com/puma-maximal-woven-logo-prime-cap/p/700597209_grey?,
343,cazzano,Men Ribbed Beanie,₹480,"₹1,199",(60% off),https://www.ajio.com/cazzano-men-ribbed-beanie/p/702492678_grey?,
344,Puma,Unisex Baseball Cap,"₹1,049","₹1,499",(30% off),https://www.ajio.com/puma-unisex-baseball-cap/p/701422144_blue?,
345,Aashirwad Crafts,Men Beanie,₹300,₹599,(50% off),https://www.ajio.com/aashirwad-crafts-men-beanie/p/701819467_brown?,
346,ALAMOS,Unisex Knitted Slouch Beanie,₹500,₹999,(50% off),https://www.ajio.com/alamos-unisex-knitted-slouch-beanie-/p/702021247_grey?,
347,MATCHITT,Men Typographic Print Baseball Cap,₹330,"₹1,099",(70% off),https://www.ajio.com/matchitt-men-typographic-print-baseball-cap/p/441592959_navy?,
348,DNMX,Embroidered Basecall Cap,₹341,"₹1,099",(69% off),https://www.ajio.com/dnmx-embroidered-basecall-cap/p/442260721_black?,
349,Bharatasya,Men Knitted Double Layered Head Wrap,₹252,₹699,(64% off),https://www.ajio.com/bharatasya-men-knitted-double-layered-head-wrap/p/466908206_olive?,
350,WOODLAND,Men Wool Patterned-Knit Beanie,₹347,₹495,(30% off),https://www.ajio.com/woodland-men-wool-patterned-knit-beanie/p/469366165_gray?,
351,Reebok,Brand Print Baseball Cap,₹824,"₹1,499",(45% off),https://www.ajio.com/reebok-brand-print-baseball-cap/p/467278361_black?,
352,MAX,Men Baseball Cap,₹344,₹499,(31% off),https://www.ajio.com/max-men-baseball-cap/p/700784612_beige?,
353,cazzano,Men Woolen Beanie,₹400,₹999,(60% off),https://www.ajio.com/cazzano-men-woolen-beanie/p/701026703_grey?,
354,MATCHITT,Men Embroidered Cotton Baseball Cap,₹599,N/A,N/A,https://www.ajio.com/matchitt-men-embroidered-cotton-baseball-cap/p/441759664_greymelange?,
355,Puma,Men Cotton Baseball Cap,"₹1,199","₹1,999",(40% off),https://www.ajio.com/puma-men-cotton-baseball-cap/p/701901182_black?,
356,YOUSTA,Men Paneled Baseball Cap,₹399,N/A,N/A,https://www.ajio.com/yousta-men-paneled-baseball-cap/p/442747934_black?,
357,YOUSTA,Men Typographic Print Baseball Cap,₹199,₹399,(50% off),https://www.ajio.com/yousta-men-typographic-print-baseball-cap/p/442658251_royalblue?,
358,Aadishwar Creations,Men Baseball Cap,₹400,₹799,(50% off),https://www.ajio.com/aadishwar-creations-men-baseball-cap/p/701877843_multi?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250707/DXTC/686bc4c8b13fc54eddfff742/aadishwar_creations_multicoloured_men_baseball_cap.jpg
359,PERFORMAX,Baseball Cap with Applique,₹300,₹599,(50% off),https://www.ajio.com/performax-baseball-cap-with-applique/p/442125067_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240124/uxmj/65b0f88b8cdf1e0df5cc02d6/performax_blue_baseball_cap_with_applique.jpg
360,Aavjo,Men Embroidered Baseball Cap,₹500,₹999,(50% off),https://www.ajio.com/aavjo-men-embroidered-baseball-cap/p/701977197_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250718/Ta40/687a0a326034bf77f0d37ae4/aavjo_blue_men_embroidered_baseball_cap.jpg
361,Bharatasya,Striped Knitted Woolen Headband,₹297,₹899,(67% off),https://www.ajio.com/bharatasya-striped-knitted-woolen-headband-/p/465493970_multi?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230624/NZm0/6496f0b1eebac147fc02f56c/bharatasya_multicoloured_striped_knitted_woolen_headband.jpg
362,Free Authority,Men Black Panther Print Baseball Cap,₹714,"₹1,299",(45% off),https://www.ajio.com/free-authority-men-black-panther-print-baseball-cap/p/466968910_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240111/Ax3u/659f199a74cb305fe0114fc7/free_authority_black_%26_white_men_black_panther_print_baseball_cap.jpg
363,Bharatasya,Colourblock Head Wrap Cap,₹248,₹799,(69% off),https://www.ajio.com/bharatasya-colourblock-head-wrap-cap/p/463627585_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230621/8zLI/6492543fd55b7d0c6389e6cd/bharatasya_black_colourblock_head_wrap_cap.jpg
364,Puma,Men Western Baseball Cap,"₹1,399","₹1,999",(30% off),https://www.ajio.com/puma-men-western-baseball-cap/p/701901178_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250709/gBff/686ea217b13fc54edd0ea2d7/puma_black_men_western_baseball_cap.jpg
365,SUPERDRY,Vintage Brand Mark Trucker Baseball Cap,"₹1,215","₹3,470",(65% off),https://www.ajio.com/superdry-vintage-brand-mark-trucker-baseball-cap/p/410354411_32i?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20221227/ody2/63ab232af997ddfdbdfc6063/superdry_dark_red_vintage_brand_mark_trucker_baseball_cap.jpg
366,ALAMOS,Men Baseball Cap with Adjustable Strap,₹650,"₹1,299",(50% off),https://www.ajio.com/alamos-men-baseball-cap-with-adjustable-strap/p/702021108_beige?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250725/sR7C/6883bbc08bfb9009ac3a8d84/alamos_beige_men_baseball_cap_with_adjustable_strap.jpg
367,ALAMOS,Men Knitted Woven Beanie,₹500,₹999,(50% off),https://www.ajio.com/alamos-men-knitted-woven-beanie-/p/702021856_black?,
368,Bharatasya,Wool Knitted Headwrap,₹330,₹999,(67% off),https://www.ajio.com/bharatasya-wool-knitted-headwrap-/p/465488464_brown?,
369,Aadikart,Woven Beanie with Neck Warmer & Hand Gloves Set,₹350,₹699,(50% off),https://www.ajio.com/aadikart-woven-beanie-with-neck-warmer--hand-gloves-set/p/700924599_red?,
370,ARMANI EXCHANGE,Men Icon Project Baseball Cap,"₹4,000","₹7,999",(50% off),https://www.ajio.com/armani-exchange-men-icon-project-baseball-cap/p/410521357_u6107?,
371,Puma,Men Flat Cap,"₹1,199","₹1,999",(40% off),https://www.ajio.com/puma-men-flat-cap/p/701890781_black?,
372,RED TAPE,Men Colour-block Baseball Cap,₹570,"₹1,899",(70% off),https://www.ajio.com/red-tape-men-colour-block-baseball-cap/p/702250337_beige?,
373,MATCHITT,Men Typographic Print Baseball Cap,₹309,"₹1,030",(70% off),https://www.ajio.com/matchitt-men-typographic-print-baseball-cap/p/441592960_black?,
374,Aashirwad Crafts,Woolen Winter Beanie,₹300,₹599,(50% off),https://www.ajio.com/aashirwad-crafts-woolen-winter-beanie/p/701440948_blue?,
375,MATCHITT,Men Embroidered Baseball Cap,₹359,₹599,(40% off),https://www.ajio.com/matchitt-men-embroidered-baseball-cap/p/442271486_charcoal?,
376,ALAMOS,Men Knitted Beanie with Ribbed Hem,₹500,₹999,(50% off),https://www.ajio.com/alamos-men-knitted-beanie-with-ribbed-hem/p/701784434_brown?,
377,PERFORMAX,Fast Dry & Antistatic Folded Cap,₹350,₹699,(50% off),https://www.ajio.com/performax-fast-dry--antistatic-folded-cap/p/442125062_black?,
378,Jack & Jones,Men Embroidered Baseball Cap,₹751,₹799,(6% off),https://www.ajio.com/jack--jones-men-embroidered-baseball-cap/p/700327738_brown?,
379,Youth Robe,Men Geometric-Knit Winter Cap,₹320,₹999,(68% off),https://www.ajio.com/youth-robe-men-geometric-knit-winter-cap/p/700899947_black?,
380,ALAMOS,Men Pack of 3 Wool Beanies,₹500,₹999,(50% off),https://www.ajio.com/alamos-men-pack-of-3-wool-beanies/p/702019953_blue?,
381,Bharatasya,Colourblock Knitted Headwrap,₹330,₹999,(67% off),https://www.ajio.com/bharatasya-colourblock-knitted-headwrap-/p/465488431_olive?,
382,MATCHITT,Men Knitted Beanie Winter Cap,₹399,N/A,N/A,https://www.ajio.com/matchitt-men-knitted-beanie-winter-cap/p/442974148_black?,
383,Bharatasya,Textured Acrylic Wool Beanie,₹329,₹699,(53% off),https://www.ajio.com/bharatasya-textured-acrylic-wool-beanie-/p/462559160_blue?,
384,YOUSTA,Men Colourblock Baseball Cap,₹160,₹399,(60% off),https://www.ajio.com/yousta-men-colourblock-baseball-cap/p/442597120_navy?,
385,YOUSTA,Men Cotton Baseball Cap,₹399,N/A,N/A,https://www.ajio.com/yousta-men-cotton-baseball-cap/p/442950546_blue?,
386,STYFUN,Men Beanie with Gloves & Neck Warmer,₹389,"₹1,499",(74% off),https://www.ajio.com/styfun-men-beanie-with-gloves--neck-warmer/p/702583292_black?,
387,Bharatasya,Ribbed Knit Woolen Beanie Cap,₹400,₹999,(60% off),https://www.ajio.com/bharatasya-ribbed-knit-woolen-beanie-cap/p/465493985_brown?,
388,MATCHITT,Men Geometric-Knit Winter Beanie,₹399,N/A,N/A,https://www.ajio.com/matchitt-men-geometric-knit-winter-beanie/p/442974232_black?,
389,ALAMOS,Men Ribbed Knitted Beanie,₹650,"₹1,299",(50% off),https://www.ajio.com/alamos-men-ribbed-knitted-beanie/p/702021496_blue?,
390,SUPERDRY,Vintage Marker Trucker Cap,"₹1,103","₹3,150",(65% off),https://www.ajio.com/superdry-vintage-marker-trucker-cap/p/410354413_62z?,
391,Bharatasya,Heathered Knitted Woolen Beanie Cap,₹342,₹899,(62% off),https://www.ajio.com/bharatasya-heathered-knitted-woolen-beanie-cap/p/463662198_maroon?,
392,Indie Picks,Beanie Cap with Fur Lining,₹319,₹499,(36% off),https://www.ajio.com/indie-picks-beanie-cap-with-fur-lining/p/700335289_black?,
393,ALAMOS,Men Baseball Cap,₹500,₹999,(50% off),https://www.ajio.com/alamos-men-baseball-cap/p/701794397_white?,
394,PERFORMAX,Men CB Visor Cap,₹349,₹499,(30% off),https://www.ajio.com/performax-men-cb-visor-cap/p/442125068_white?,
395,MATCHITT,Men Embroidered Baseball Cap,₹309,"₹1,030",(70% off),https://www.ajio.com/matchitt-men-embroidered-baseball-cap/p/442086810_navy?,
396,Jack & Jones,Men Camouflage Print Cotton Baseball Cap,₹849,₹999,(15% off),https://www.ajio.com/jack--jones-men-camouflage-print-cotton-baseball-cap/p/700224987_green?,
397,Omtex,Men Baseball Cap with Adjustable Strap,₹559,₹799,(30% off),https://www.ajio.com/omtex-men-baseball-cap-with-adjustable-strap/p/467193066_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240322/mKvx/65fd888505ac7d77bbd1de07/omtex_black_men_baseball_cap_with_adjustable_strap.jpg
398,MATCHITT,Men Embroidered Baseball Cap,₹330,"₹1,099",(70% off),https://www.ajio.com/matchitt-men-embroidered-baseball-cap/p/441592956_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20221018/yAOs/634e8219aeb269659c4b0852/matchitt_black_men_embroidered_baseball_cap.jpg
399,ALAMOS,Men Pack of 2 Wool Beanies,₹500,₹999,(50% off),https://www.ajio.com/alamos-men-pack-of-2-wool-beanies/p/702019945_multi?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250725/nGWE/688293538bfb9009ac381d85/alamos_brown%2C_grey_men_pack_of_2_wool_beanies.jpg
400,Aavjo,Men Embroidered Baseball Cap,₹500,₹999,(50% off),https://www.ajio.com/aavjo-men-embroidered-baseball-cap/p/701978263_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20250718/IPKl/687a4b4c5d4cb41380392bd9/aavjo_black_men_embroidered_baseball_cap.jpg
401,cazzano,Men Wool Beanie,₹480,"₹1,199",(60% off),https://www.ajio.com/cazzano-men-wool-beanie/p/701027494_grey?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250109/KhF4/677ed8ed0431850e0d8c29ad/cazzano_grey_men_wool_beanie.jpg
402,Teamspirit,Men Cap with Applique,₹341,"₹1,099",(69% off),https://www.ajio.com/teamspirit-men-cap-with-applique/p/442260715_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230602/B7vv/6479d5a8d55b7d0c63474a3d/teamspirit_blue_men_cap_with_applique.jpg
403,SUPERDRY,Men Tennis Crest Embroidery Baseball Cap,"₹1,418","₹3,150",(55% off),https://www.ajio.com/superdry-men-tennis-crest-embroidery-baseball-cap/p/410519687_gfg?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251007/BbW2/68e508d78bfb9009ac5a4ac9/superdry_green_men_tennis_crest_embroidery_baseball_cap.jpg
404,MATCHITT,Men Camo Print Baseball Cap,₹309,"₹1,030",(70% off),https://www.ajio.com/matchitt-men-camo-print-baseball-cap/p/441592950_olive?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20221018/sYfE/634e821bf997ddfdbd2f2866/matchitt_olive_green_men_camo_print_baseball_cap.jpg
405,SUPERDRY,Printed Bucket Hat,"₹1,103","₹3,150",(65% off),https://www.ajio.com/superdry-printed-bucket-hat/p/410290375_5kz?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20211203/44rp/61aa5c33f997ddf8f135c311/superdry_red_printed_bucket_hat.jpg
406,MATCHITT,Men Typographic Print Baseball Cap,₹359,₹599,(40% off),https://www.ajio.com/matchitt-men-typographic-print-baseball-cap/p/442271491_navy?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240515/nJs2/66449f1316fd2c6e6a0786ea/matchitt_navy_blue_men_typographic_print_baseball_cap.jpg
407,Cantabil,Men Embroidery Cap,₹559,₹799,(30% off),https://www.ajio.com/cantabil-men-embroidery-cap/p/701748624_coral?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20250615/QYZf/684efffe7a6cd4182faec4ed/cantabil_coral_men_embroidery_cap.jpg
408,BALLER ATHLETIK,Men Embroidered Baseball Cap,₹453,"₹1,295",(65% off),https://www.ajio.com/baller-athletik-men-embroidered-baseball-cap/p/465935352_white?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230317/o4uc/64147f97aeb26924e3cc2347/baller_athletik_white_men_embroidered_baseball_cap.jpg
409,Bharatasya,Cable Knit Woolen Headband,₹270,₹899,(70% off),https://www.ajio.com/bharatasya-cable-knit-woolen-headband-/p/465493972_brown?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230526/Wipn/6470392042f9e729d7e25598/bharatasya_brown_cable_knit_woolen_headband.jpg
410,THE TIE HUB,Men Embroidered Baseball Cap,"₹1,000","₹2,499",(60% off),https://www.ajio.com/the-tie-hub-men-embroidered-baseball-cap/p/701579024_black?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251205/ad3w/693309c7720fb821d36f485f/the_tie_hub_black_men_embroidered_baseball_cap.jpg
411,MATCHITT,Men Embroidered Baseball Cap,₹359,₹599,(40% off),https://www.ajio.com/matchitt-men-embroidered-baseball-cap/p/442271490_maroon?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20241211/ZZMV/67596b5ec148fa1b302e1bb5/matchitt_maroon_men_embroidered_baseball_cap.jpg
412,THE BEAR HOUSE,Printed Baseball Cap,₹555,"₹1,499",(63% off),https://www.ajio.com/the-bear-house-printed-baseball-cap/p/700109746_blue?,
413,YOUSTA,Men Hip-Hop Cap,₹160,₹399,(60% off),https://www.ajio.com/yousta-men-hip-hop-cap/p/442597119_red?,
414,MATCHITT,Men Camouflage Print Flat Cap,₹359,₹599,(40% off),https://www.ajio.com/matchitt-men-camouflage-print-flat-cap/p/442028443_grey?,
415,Navkar Crafts,Men Beanie Cap,₹300,₹599,(50% off),https://www.ajio.com/navkar-crafts-men-beanie-cap/p/700960503_black?,
416,YOUSTA,Men Colourblock Baseball Cap,₹199,₹399,(50% off),https://www.ajio.com/yousta-men-colourblock-baseball-cap/p/442658257_multi?,
417,MATCHITT,Men Baseball Cap with Applique,₹359,₹599,(40% off),https://www.ajio.com/matchitt-men-baseball-cap-with-applique/p/442028437_graphite?,
418,Puma,Delhi Capitals Men Take Down Cap 2025,₹359,₹799,(55% off),https://www.ajio.com/puma-delhi-capitals-men-take-down-cap-2025/p/701345625_blue?,
419,MATCHITT,Men Baseball Cap with Applique,₹359,₹599,(40% off),https://www.ajio.com/matchitt-men-baseball-cap-with-applique/p/442028436_maroon?,
420,MATCHITT,Men Typographic Print Cap,₹359,₹599,(40% off),https://www.ajio.com/matchitt-men-typographic-print-cap/p/442030134_charcoal?,
421,YOUSTA,Men Embroidered Cotton Baseball Cap,₹399,N/A,N/A,https://www.ajio.com/yousta-men-embroidered-cotton-baseball-cap/p/442950536_green?,
422,Puma,Poly Cotton Running Cap,₹599,₹999,(40% off),https://www.ajio.com/puma-poly-cotton-running-cap/p/700683837_green?,
423,Teamspirit,Men Brand Embroidered Baseball Cap,₹319,"₹1,030",(69% off),https://www.ajio.com/teamspirit-men-brand-embroidered-baseball-cap/p/442260711_tan?,
424,MATCHITT,Men Geometric-Knit Winter Beanie,₹399,N/A,N/A,https://www.ajio.com/matchitt-men-geometric-knit-winter-beanie/p/442974144_black?,
425,MATCHITT,Men Typographic Woven Beanie Cap,₹399,N/A,N/A,https://www.ajio.com/matchitt-men-typographic-woven-beanie-cap/p/442974140_grey?,
426,Jack & Jones,Men Baseball Cap with Stitched Details,₹799,N/A,N/A,https://www.ajio.com/jack--jones-men-baseball-cap-with-stitched-details/p/467197161_yellow?,
427,RED TAPE,Men Typographic Print Baseball Cap,₹570,"₹1,899",(70% off),https://www.ajio.com/red-tape-men-typographic-print-baseball-cap/p/702245799_black?,
428,Aashirwad Crafts,Men Fur Beanie & Neck Cover,₹350,₹699,(50% off),https://www.ajio.com/aashirwad-crafts-men-fur-beanie--neck-cover/p/701445362_black?,
429,ARMANI EXCHANGE,Men Icon Project Logo Embroidered Baseball Cap,"₹4,000","₹7,999",(50% off),https://www.ajio.com/armani-exchange-men-icon-project-logo-embroidered-baseball-cap/p/410521357_uc001?,
430,Puma,Teamliga Contrast Visor Football Cap,₹440,"₹1,099",(60% off),https://www.ajio.com/puma-teamliga-contrast-visor-football-cap/p/460535581_blue?,
431,Jack & Jones,Men Embroidery Baseball Cap,₹585,"₹1,299",(55% off),https://www.ajio.com/jack--jones-men-embroidery-baseball-cap/p/701159855_black?,
432,YOUSTA,Men Striped Baseball Cap,₹399,N/A,N/A,https://www.ajio.com/yousta-men-striped-baseball-cap/p/442950549_white?,
433,Indie Picks,Beanie Cap with Fur Lining,₹319,₹499,(36% off),https://www.ajio.com/indie-picks-beanie-cap-with-fur-lining/p/700335281_grey?,
434,MATCHITT,Men Embroidered Baseball Cap,₹330,"₹1,099",(70% off),https://www.ajio.com/matchitt-men-embroidered-baseball-cap/p/442086820_black?,
435,Bharatasya,Textured Cap,₹350,₹699,(50% off),https://www.ajio.com/bharatasya-textured-cap/p/461605971_black?,
436,TECHNOSPORT,Unisex Training Baseball Cap,₹269,₹299,(10% off),https://www.ajio.com/technosport-unisex-training-baseball-cap/p/701383178_black?,
437,MATCHITT,Men Embroidered Cotton Baseball Cap,₹359,₹599,(40% off),https://www.ajio.com/matchitt-men-embroidered-cotton-baseball-cap/p/441759658_beige?,
438,SUPERDRY,Men Logo Embroidered Trucker Cap,"₹1,418","₹3,150",(55% off),https://www.ajio.com/superdry-men-logo-embroidered-trucker-cap/p/410479106_6je?,
439,MATCHITT,Men Printed Visor Cap,₹330,"₹1,099",(70% off),https://www.ajio.com/matchitt-men-printed-visor-cap/p/442028429_beige?,
440,Bharatasya,Men Knitted Woven Headband,₹300,₹599,(50% off),https://www.ajio.com/bharatasya-men-knitted-woven-headband/p/700937398_grey?,
441,Aashirwad Crafts,Men Fur Beanie & Neck Cover,₹350,₹699,(50% off),https://www.ajio.com/aashirwad-crafts-men-fur-beanie--neck-cover/p/701445372_blue?,
442,THE BEAR HOUSE,Printed Cotton Reversible Bucket Hat,₹555,"₹1,499",(63% off),https://www.ajio.com/the-bear-house-printed-cotton-reversible-bucket-hat/p/700109943_blue?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240621/bgYo/6674acc06f60443f3165e0e0/the_bear_house_blue_printed_cotton_reversible_bucket_hat.jpg
443,Bharatasya,Space-Dyed Ear-Muff Head Wrap,₹248,₹799,(69% off),https://www.ajio.com/bharatasya-space-dyed-ear-muff-head-wrap/p/463627582_multi?,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230621/t6Kz/64925894d55b7d0c638a6ce1/bharatasya_multicoloured_space-dyed_ear-muff_head_wrap.jpg
444,Decathlon,SOLOGNAC - Men Patch-Work Baseball Cap,₹649,₹699,(7% off),https://www.ajio.com/decathlon-solognac--men-patch-work-baseball-cap/p/702496000_green?,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20251113/z45d/6914eb36a470c5082f8be3ce/decathlon_green_solognac_-_men_patch-work_baseball_cap.jpg
