State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households,Graduate_Education,Households_with_Car_Jeep_Van,Households_with_Television,Households_with_Telephone_Mobile_Phone,Having_latrine_facility_within_the_premises_Total_Households,Main_source_of_drinking_water_Tapwater_Households,sex_ratio,Literacy Rate,Female_Literacy_Gap
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,TAMIL NADU,2605914,1311697,1294217,1815281,1000322,814959,1169880,749633,420247,837271,332609,1436034,2391675,123749,83334,401,236,1280,244610,598412,15396,758209,227530,19828,555029,470021,230004,498446,987.0,69.66005017817164,13.292396915221016
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,TAMIL NADU,1506843,774303,732540,917709,527599,390110,751170,446057,305113,652996,98174,755673,1452956,38304,14089,164,39,37,104785,337972,3651,487926,112592,5843,310765,258752,72402,212222,946.0,60.902761601573616,14.884141283951003
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,TAMIL NADU,2159775,1080938,1078837,1481834,816180,665654,1105155,665469,439686,963017,142138,1054620,1879494,105012,169945,313,256,71,209640,500057,9155,713542,163050,15538,458486,379839,187447,459347,998.0,68.61057286059891,13.805570760381592
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,TAMIL NADU,2251744,1129868,1121876,1492662,828300,664362,1195773,732083,463690,1111051,84722,1055971,2115455,76098,55899,435,148,639,371015,595211,18604,843684,215514,33405,557479,483430,322847,511890,993.0,66.28915187516876,14.090604387017358
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,TAMIL NADU,3998252,2012958,1985294,3013382,1611461,1401921,1673814,1181308,492506,1367378,306436,2324438,3537399,173785,256762,1620,990,4962,622095,961161,100322,1213504,526886,68427,904619,832716,651240,732354,986.0,75.36748559120335,9.439093502356721
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,TAMIL NADU,1870374,926345,944029,1548738,780541,768197,679620,524629,154991,552658,126962,1190754,909872,78590,876299,160,438,156,199188,465692,15673,598041,254107,21577,438938,398548,427853,318483,1019.0,82.8036531731087,2.8859907905886106
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,TAMIL NADU,1064493,528184,536309,727044,401726,325318,543298,329034,214264,508507,34791,521195,993666,53292,16483,115,29,7,135831,264949,4915,364661,85595,10648,250010,210748,118708,250198,1015.0,68.29955669036809,15.399277212895079
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,TAMIL NADU,3038252,1526475,1511777,2273430,1223810,1049620,1354632,902704,451928,1173902,180730,1683620,2760502,168881,97711,520,199,1532,391821,754141,34097,1010441,363152,30852,708942,618922,472221,678712,990.0,74.82690705050142,10.742740263082695
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,TAMIL NADU,1616450,798127,818323,1213008,640916,572092,671994,461174,210820,486328,185666,944456,1435072,128617,47579,184,450,963,143846,381940,5585,517740,125639,9042,362211,282418,163184,266938,1025.0,75.0414797859507,10.392216101179097
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,TAMIL NADU,1726601,869280,857321,1176131,653312,522819,898245,531463,366782,839152,59093,828356,1673652,32483,16909,183,108,84,265276,441044,8960,627484,169206,18550,418420,352439,194417,365810,986.0,68.11828557958671,14.17265528851097
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,TAMIL NADU,565223,282157,283066,375823,208011,167812,299726,162639,137087,255097,44629,265497,521658,32702,10301,83,39,38,49390,135751,1507,188592,44025,2259,125953,103116,33135,122903,1003.0,66.49110174214425,14.438021682483647
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,TAMIL NADU,1618345,803188,815157,1110545,608776,501769,761693,471099,290594,640248,121445,856652,1428784,114194,72850,119,81,32,82967,354493,4494,503941,111731,7882,324444,286329,109247,301552,1015.0,68.62226533897284,14.240066443006306
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,TAMIL NADU,1353445,682658,670787,978946,536487,442459,602977,392751,210226,486150,116827,750468,1047411,208038,91139,154,86,29,100484,291400,5172,417239,97405,5524,284169,252000,120474,190837,983.0,72.32994321897085,12.626783643457474
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,TAMIL NADU,3482056,1781571,1700485,2285562,1285107,1000455,1694160,1083797,610363,1561030,133130,1787896,3326357,95487,53841,412,174,992,448968,835377,20660,1170352,296399,30660,749932,650064,321173,723966,954.0,65.63828956225862,13.2998494406662
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,TAMIL NADU,1339101,668672,670429,959744,526304,433440,620171,391305,228866,461102,159069,718930,1186078,74310,75481,150,80,109,113822,314270,5773,452417,115894,8222,304124,258837,139173,235593,1003.0,71.67077016595462,14.057702513693226
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,TAMIL NADU,2405890,1182416,1223474,1790998,944264,846734,974079,680483,293596,834484,139595,1431811,2075870,190814,133971,231,795,1256,223044,555582,13495,753372,222410,17231,522490,446982,272623,499900,1035.0,74.44222304427883,10.6515097901285
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,TAMIL NADU,1245899,625683,620216,870080,479403,390677,591642,368900,222742,530591,61051,654257,1148990,56751,37574,152,79,28,147529,312310,4667,410623,101147,6607,291879,209456,134167,320379,991.0,69.83551636208072,13.630274559283805
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,TAMIL NADU,3728104,1876062,1852042,2791721,1495711,1296010,1538054,1103563,434491,1247918,290136,2190050,3325823,143093,233633,1422,951,3693,621907,909400,75634,1119433,451321,54505,857364,772398,636991,625071,987.0,74.88313094269903,9.748741747074618
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,TAMIL NADU,1264277,626693,637584,946471,503085,443386,540168,369853,170315,412425,127743,724109,1132785,96092,33192,258,151,279,109580,303114,4416,408179,99082,6790,287260,225629,130231,244534,1017.0,74.86262899665184,10.734565998433753
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,TAMIL NADU,2464875,1235889,1228986,1626813,909803,717010,1238177,738995,499182,970072,268105,1226698,2294369,91636,66987,232,157,7898,176242,549077,6445,710163,158041,7851,505170,389329,135162,496596,994.0,65.9998174349612,15.273675863463776
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,TAMIL NADU,3936331,1961688,1974643,2773928,1504355,1269573,1689330,1123874,565456,1360185,329145,2247001,3397857,414760,111390,676,438,3514,417535,865913,20623,1140300,308514,20393,797713,653681,381181,765045,1007.0,70.46988680575896,12.392962675580755
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,TAMIL NADU,1942288,967709,974579,1398788,760375,638413,950158,579111,371047,854066,96092,992130,1822626,47838,67405,245,87,98,235005,505950,10219,734724,167506,9845,457317,353909,167021,453098,1007.0,72.01753807880192,13.068215695172448
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,TRIPURA,378230,194544,183686,276217,151643,124574,155831,105657,50174,108259,47572,222399,307120,8256,22940,175,39120,85,5532,46875,273,103528,6425,907,24750,25563,58161,16802,944.0,73.0288448827433,10.128923777136256
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,TRIPURA,693947,352860,341087,520402,275646,244756,248667,186034,62633,186105,62562,445280,507967,105737,44062,151,34717,307,19631,81601,997,192621,18419,2726,43755,63308,127388,48723,967.0,74.99160598720074,6.360021653309278
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,TRIPURA,876001,447544,428457,646810,351082,295728,366845,253229,113616,258457,108388,509156,736015,49258,39258,245,49420,106,20246,133744,948,264077,26870,3454,78159,87445,174397,80036,957.0,73.83667370242728,9.424736275257429
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,TRIPURA,1725739,879428,846311,1361354,722998,638356,698178,500406,197772,524198,173980,1027561,1512801,152791,53622,499,2128,362,103228,314567,6394,506637,85405,11356,231324,228799,365146,134228,962.0,78.88527755355823,6.784237953706129
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,UTTAR PRADESH,4418797,2364953,2053844,2680510,1614594,1065916,1389844,1119701,270143,1050562,339282,3028953,3922718,411313,10076,12057,4049,21508,251013,536402,27183,903823,199395,44989,433913,520896,311695,224180,868.0,60.66153299189803,16.37312992140777
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,UTTAR PRADESH,3673889,1951996,1721893,2092567,1283380,809187,1174361,929337,245024,865799,308562,2499528,2904140,729283,7635,5875,2582,2805,153283,268120,13634,858059,172585,21667,262098,445913,254141,168309,882.0,56.957817723943215,18.753025903810656
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,UTTAR PRADESH,5954391,3131807,2822584,3665727,2199340,1466387,2111907,1426110,685797,1286732,825175,3842484,5102041,796756,13782,4377,4391,2247,204357,391542,24122,1248570,428871,41965,355913,616743,278760,252326,901.0,61.56342437035123,18.273976288537565
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,UTTAR PRADESH,2397888,1212410,1185478,1486939,846676,640263,787398,547406,239992,440998,346400,1610490,1985654,401678,2536,869,1817,235,21512,99581,2509,566590,194387,9813,61470,255512,67875,97529,978.0,62.010360784156724,15.825284953824504
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,UTTAR PRADESH,1379545,740040,639505,930836,546198,384638,442023,364543,77480,325721,116302,937522,1273546,101963,1004,371,332,228,32687,65479,2404,314274,79012,5088,60174,152099,72893,46112,864.0,67.47413096346983,13.660344165396888
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,UTTAR PRADESH,4613913,2285004,2328909,2771917,1559414,1212503,1372032,941890,430142,784272,587760,3241881,3878626,718692,3810,719,5652,183,49699,183381,6652,971458,158303,20757,159910,500400,135150,102270,1019.0,60.077357332051996,16.1824363865415
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,UTTAR PRADESH,1303048,700070,602978,797970,489858,308112,416695,342604,74091,334519,82176,886353,917474,364583,1840,483,161,16139,44732,119121,2989,316046,44164,13301,111663,155781,134051,51339,861.0,61.23872643218055,18.874335315178104
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,UTTAR PRADESH,3487731,1843884,1643847,1398368,878285,520083,1152160,895576,256584,743452,408708,2335571,2291892,1169330,6400,8212,2793,1177,38940,85814,2681,760262,47690,13451,71676,270422,93687,187350,892.0,40.09391779354543,15.994171383237937
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,UTTAR PRADESH,3239774,1672902,1566872,1963590,1160960,802630,1019483,723060,296423,569522,449961,2220291,3004240,213440,4463,892,1595,233,62157,119972,4672,629381,200434,10846,115533,342823,124786,75078,937.0,60.608857284489595,18.172979936416688
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,UTTAR PRADESH,2148665,1114721,1033944,868357,544943,323414,760253,534332,225921,458727,301526,1388412,1333242,805975,3228,900,1866,198,16229,57400,1551,445838,37109,6167,34497,194750,48201,85828,928.0,40.413791819571685,17.606400359412383
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,UTTAR PRADESH,1799410,965876,833534,1002937,630626,372311,701689,485314,216375,483232,218457,1097721,1637549,157612,1367,231,168,916,26907,73522,1655,445625,63112,5202,52233,174698,90787,51777,863.0,55.73699156945888,20.624011310518437
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,UTTAR PRADESH,3260699,1707073,1553626,1692458,1010518,681940,1192850,871241,321609,834294,358556,2067849,2505444,737106,4857,2090,1553,3016,60554,108116,3159,714908,113799,11935,116157,306578,103904,110385,910.0,51.90476029832867,15.302498654990442
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,UTTAR PRADESH,4448359,2357665,2090694,2191759,1342697,849062,1401971,1153006,248965,1043912,358059,3046388,2830768,1536534,14822,28187,4371,931,210687,272830,15164,994411,146446,24436,300504,481724,462993,323722,887.0,49.271180675840235,16.338796948826577
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,UTTAR PRADESH,2464464,1255272,1209192,1393783,819719,574064,783688,558642,225046,443724,339964,1680776,2082976,364510,3493,900,9753,107,37593,108101,3423,545025,143642,11477,76856,278758,62328,125645,963.0,56.55521849781535,17.827093750629903
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,UTTAR PRADESH,3682713,1921215,1761498,2135393,1241471,893922,1088036,921497,166539,839778,248258,2594677,2032081,1585210,6184,50624,1736,2134,128042,268353,7303,908523,148185,17143,260312,445114,380737,226734,917.0,57.984236078130444,13.871226765892853
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,UTTAR PRADESH,3499171,1845260,1653911,2031656,1253314,778342,1173260,897815,275445,885216,288044,2325911,2707195,777407,4088,2765,669,1572,124641,223922,7865,880077,151182,20979,254050,410624,257848,152581,896.0,58.0610664640282,20.860032300578546
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,UTTAR PRADESH,1952756,1017905,934851,1174606,699454,475152,652543,462971,189572,341927,310616,1300213,1727869,215081,2153,1389,340,100,32433,99602,3492,395759,88299,7313,109887,190317,74557,38260,918.0,60.15119144429719,17.888561560848814
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,UTTAR PRADESH,991730,527721,464009,531072,330339,200733,394197,254977,139220,282614,111583,597533,955372,34559,693,63,101,285,11637,41046,827,230795,35826,2805,27006,84775,27623,23226,879.0,53.55005898782935,19.336698210423524
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,UTTAR PRADESH,3100946,1537436,1563510,1875239,1079288,795951,876246,639073,237173,455382,420864,2224700,2730957,358539,3626,818,1182,209,60348,150001,4469,665706,194341,13388,122308,379700,100060,109265,1017.0,60.47312658782191,19.29255856720865
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,UTTAR PRADESH,1774480,947339,827141,1055202,647042,408160,545984,440244,105740,415476,130508,1228496,1611126,146346,2464,708,2887,5671,37027,69591,2635,401998,88607,6644,79090,200961,57574,66179,873.0,59.4654208556873,18.955119542892817
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,UTTAR PRADESH,1581810,845856,735954,1062003,623583,438420,506072,413713,92359,361588,144484,1075738,1457892,113961,1362,1045,1733,3917,47520,113098,2964,351126,118571,7736,84543,177997,93434,58927,870.0,67.13846795759288,14.15046490330425
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,UTTAR PRADESH,2470996,1259628,1211368,1450901,838339,612562,831209,597888,233321,496579,334630,1639787,2094271,365806,3225,1912,737,358,58328,127754,4746,589666,179996,15426,99531,276720,94981,90607,962.0,58.71725409510983,15.986702867548964
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,UTTAR PRADESH,1885204,1006240,878964,1092677,654827,437850,592267,494545,97722,474686,117581,1292937,1596278,276846,3137,3160,3161,487,59209,88081,2624,411490,110391,6765,87314,198066,113500,49109,874.0,57.96067693469779,15.262295012842747
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,UTTAR PRADESH,2632733,1384722,1248011,1512166,911003,601163,1063929,713736,350193,670156,393773,1568804,2274674,350700,2201,402,172,199,43492,75263,3385,636540,116445,16758,97968,271445,117023,65256,901.0,57.437119525603244,17.619907705351935
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,UTTAR PRADESH,2498156,1332046,1166110,1521806,912314,609492,761521,621840,139681,573649,187872,1736635,2140745,314812,3370,1804,3395,19077,100919,196080,5834,535368,108627,10940,169583,283190,146593,102602,875.0,60.91717250644075,16.222566476016056
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,UTTAR PRADESH,1648115,890214,757901,1122947,666065,456882,569109,443384,125725,458492,110617,1079006,1394025,215500,7366,9261,895,4518,193902,257586,53181,509770,101645,78631,232925,278982,245877,171326,851.0,68.13523328165813,14.538229933580983
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,UTTAR PRADESH,4681645,2488834,2192811,3123264,1811397,1311867,1520538,1231615,288923,1252911,267627,3161107,3414427,1186776,19026,23001,3487,16412,501592,695130,78116,1191723,255949,119441,592753,700485,701900,347916,881.0,66.71296093573946,12.955136208519669
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,UTTAR PRADESH,3620268,1855075,1765193,2197549,1293553,903996,1204602,808700,395902,766881,437721,2415666,3233790,368153,4181,810,3145,213,36798,105767,5309,761640,186306,21169,139187,375976,116171,58602,952.0,60.70127957377741,18.518192374484588
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,UTTAR PRADESH,3433919,1787146,1646773,1679994,1034181,645813,1170552,855848,314704,739663,430889,2263367,2739076,678615,4735,1893,649,338,45517,104084,4313,726372,118176,13053,78099,346478,66742,188037,921.0,48.92351858037421,18.6508594314343
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,UTTAR PRADESH,4440895,2277777,2163118,2700328,1593890,1106438,1351629,1016876,334753,746381,605248,3089266,4009037,403847,9662,2123,2848,460,149727,296619,14597,951128,273903,30258,255280,544038,213529,238404,950.0,60.805941144746726,18.82553713120412
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,HIMACHAL PRADESH,454768,217070,237698,358091,180555,177536,241931,118724,123207,126153,115778,212837,449412,3711,243,591,95,293,34978,104120,2521,211348,35620,6665,86324,90286,93858,94807,1095.0,78.74146817718045,8.488505085477005
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,UTTAR PRADESH,1104285,593537,510748,653299,408125,245174,443655,308527,135128,290375,153280,660630,1010014,91269,814,196,74,41,20175,55929,1196,311381,59612,3791,48564,137792,68771,40314,861.0,59.16036168199332,20.758580354589036
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,UTTAR PRADESH,4092845,2191442,1901403,2221601,1374587,847014,1318946,1091952,226994,969871,349075,2773899,3508131,556219,5822,5688,6671,446,60689,95508,3845,907677,103523,12396,132969,387803,173556,137163,868.0,54.28011566526463,18.178438488227023
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,UTTAR PRADESH,1689974,906092,783882,1075196,653430,421766,620764,470969,149795,420266,200498,1069210,1509708,171581,1148,463,2875,256,42616,104176,2217,396421,106888,7009,90428,199931,114634,52267,865.0,63.622043889432625,18.3104117584848
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,UTTAR PRADESH,4494204,2220465,2273739,2731677,1565394,1166283,1437375,934157,503218,896547,540828,3056829,3981502,483750,4947,1286,7898,349,56508,181467,8002,1006670,256398,22876,211780,515736,131852,135340,1024.0,60.782220833767234,19.2048585374752
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,UTTAR PRADESH,1998603,1057436,941167,1304513,783705,520808,814914,565357,249557,560041,254873,1183689,1823930,147842,7050,4951,1203,7328,94342,183340,8517,504913,92586,18860,163900,270128,147302,93390,890.0,65.27124196251081,18.777298404011077
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,UTTAR PRADESH,1840221,963449,876772,983110,600541,382569,599089,459037,140052,453567,145522,1241132,1075440,750368,5952,5295,189,517,55064,89329,2825,451374,69522,7361,101804,206663,166582,97536,910.0,53.42347468048675,18.698605254142027
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,UTTAR PRADESH,1656616,881776,774840,1017087,603596,413491,524676,430934,93742,419027,105649,1131940,1375788,273967,1263,504,2033,606,32510,61491,2488,365770,95072,6011,64187,174734,85404,47225,879.0,61.3954591770211,15.087610700753086
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,UTTAR PRADESH,1796184,963255,832929,1170243,692964,477279,628864,493991,134873,448651,180213,1167320,1612968,176327,1300,478,819,155,23831,49753,2682,405256,97740,12752,65556,184973,89107,53449,865.0,65.15162143744739,14.63854643492949
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,UTTAR PRADESH,1599596,838485,761111,813424,507279,306145,639086,402644,236442,415312,223774,960510,1372381,220423,2225,522,687,545,22034,43753,1503,380620,45341,4403,52946,154650,46197,26654,908.0,50.851840089622634,20.27603573350455
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,UTTAR PRADESH,3564544,1818055,1746489,1954820,1183722,771098,1116973,804857,312116,523258,593715,2447571,2928462,620244,5006,767,4619,383,29304,127331,3486,785099,119625,12849,103014,404094,95139,171798,961.0,54.84067527291009,20.95792834448675
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,UTTAR PRADESH,1221592,641011,580581,641191,397586,243605,503351,326783,176568,357033,146318,718241,1163804,33724,1351,1034,69,20390,20720,77082,1079,301832,34658,5511,53524,126482,42178,20604,906.0,52.48814661523651,20.066001751919295
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,UTTAR PRADESH,4589838,2394476,2195362,3127260,1742440,1384820,1542806,1226399,316407,1152285,390521,3047032,3537787,985070,20493,23883,3877,4975,469747,582769,68506,1061721,639260,90205,506413,607420,539863,427563,917.0,68.13443088841044,9.689810642239017
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,UTTAR PRADESH,875958,466358,409600,488106,302283,185823,349676,237153,112523,238712,110964,526282,815142,57454,965,389,94,234,12874,42936,1316,246823,37165,5755,35422,113025,41692,18115,878.0,55.72253464207188,19.450857557517175
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,UTTAR PRADESH,1868529,993377,875152,1203885,712110,491775,560840,466067,94773,424782,136058,1307689,1746649,100723,1729,475,8814,4161,43074,79022,2642,411258,111696,7361,76780,209597,72089,63151,881.0,64.42955929503904,15.492679287684098
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,UTTAR PRADESH,2547184,1367125,1180059,1507746,943346,564400,840939,635142,205797,594799,246140,1706245,2310776,216933,3179,2872,883,2056,107867,281239,8726,585290,103102,16580,221574,318989,154472,119348,863.0,59.19266138606398,21.17405903075599
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,UTTAR PRADESH,2205968,1114709,1091259,1363044,773082,589962,696747,475413,221334,396438,300309,1509221,1769937,428555,2109,340,564,155,40087,149908,2656,451528,150462,7411,82073,232564,87874,42095,979.0,61.788928941852284,15.290299220150994
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,UTTAR PRADESH,3443689,1825743,1617946,2141488,1254520,886968,1090539,898810,191729,890810,199729,2353150,2183255,1185643,10582,24912,1855,18544,236071,425624,23717,803823,275076,42392,354359,440962,421643,248730,886.0,62.18587102377712,13.892229076844853
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,UTTAR PRADESH,2496970,1312302,1184668,1428683,865837,562846,881996,613061,268935,537091,344905,1614974,2292534,195765,2373,1133,341,701,43500,145997,4447,543115,140668,10205,136132,237437,102361,44170,903.0,57.216666599919094,18.467622856128685
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,UTTAR PRADESH,4772006,2503186,2268820,2263848,1357435,906413,1417811,1193439,224372,1104968,312843,3354195,2488265,2248392,13157,7555,1260,2426,179473,281758,11690,1047916,186489,19316,283005,504670,496107,266687,906.0,47.44017505426439,14.277435954562389
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,UTTAR PRADESH,4143512,2193434,1950078,2417339,1448528,968811,1291644,1081569,210075,1085491,206153,2851868,2382914,1711453,6495,18601,1516,16345,147785,368153,10077,969850,98691,32866,331760,512592,449383,203329,889.0,58.34034027173084,16.358650888797833
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,UTTAR PRADESH,2031007,1072002,959005,1061095,654290,406805,618605,534939,83666,463415,155190,1412402,1449007,489686,3510,84787,360,138,47723,83006,2870,461390,66129,7560,106945,205860,162404,98099,895.0,52.24477315932441,18.614914191232675
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,RAJASTHAN,867848,437744,430104,401515,250122,151393,481294,251691,229603,327445,153849,386554,827293,25597,358,72,32,14077,17984,71612,716,234082,19109,2803,37216,78345,20284,23928,983.0,46.26559028770015,21.939714556779656
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,UTTAR PRADESH,3209141,1606085,1603056,1931559,1121381,810178,1066601,704569,362032,553013,513588,2142540,2731351,452394,3920,1451,7795,746,46358,140538,5149,752786,197846,15781,135185,397265,74799,113727,998.0,60.18928429757371,19.28118098895071
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,UTTAR PRADESH,3405559,1752542,1653017,1965843,1165965,799878,1204710,867393,337317,644869,559841,2200849,2975998,413243,3634,2424,722,397,65080,247856,5184,778418,153041,13483,130197,363829,112567,125452,943.0,57.72453215463306,18.14095591433652
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,UTTAR PRADESH,2335819,1223889,1111930,1043666,630408,413258,737261,609693,127568,564266,172995,1598558,1073890,1181337,9201,65316,384,1307,62281,131112,3847,539992,43839,14386,134249,253787,260618,145801,909.0,44.68094488485623,14.342763906817785
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,UTTAR PRADESH,3466382,1834106,1632276,2077108,1220114,856994,1037344,911136,126208,882701,154643,2429038,1966892,1454052,6523,18627,1937,10208,149035,404499,9699,889238,154153,21310,294410,419470,343084,190539,890.0,59.92149739988264,14.02062796877045
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,UTTAR PRADESH,1715183,869656,845527,954949,567098,387851,539469,383482,155987,265453,274016,1175714,1300586,404410,1766,447,4393,95,17671,79525,2031,352151,63506,6778,49191,195440,38686,91688,972.0,55.67621647369406,19.338543758168896
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,UTTAR PRADESH,3006538,1606403,1400135,1490930,915142,575788,892214,783313,108901,699503,192711,2114324,2412595,527581,4630,51090,2312,301,91958,115163,3889,655003,87355,9927,135885,288372,198260,148086,872.0,49.589594410581206,15.84464582446926
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,UTTAR PRADESH,4483992,2375264,2108728,2283733,1397702,886031,1422602,1171252,251350,1023642,398960,3061390,3555450,893725,6579,11611,2663,1410,74072,102040,3874,938902,127750,11679,123246,369436,145037,230288,888.0,50.93080005495103,16.826749149332194
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,UTTAR PRADESH,1862559,971344,891215,985708,601988,383720,730399,463611,266788,397196,333203,1132160,1738769,103567,3963,1649,1747,487,40467,95582,5149,428088,63846,10279,80712,165535,78826,47641,918.0,52.92224300008751,18.9189201104884
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,UTTAR PRADESH,3797117,1914586,1882531,2239902,1300248,939654,1242632,869838,372794,690967,551665,2554485,3119590,650261,4453,1629,9989,426,55055,233701,5956,889628,176414,18382,135697,440274,101900,154994,983.0,58.9895439092343,17.99835264596962
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,UTTAR PRADESH,3108367,1630087,1478280,1773584,1053063,720521,1124744,851014,273730,761831,362913,1983623,2732016,363453,3574,1204,920,240,70484,99466,3476,717356,101934,10191,134235,306178,141351,68748,907.0,57.05838467594078,15.861148250102602
