State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households,Graduate_Education,Households_with_Car_Jeep_Van,Households_with_Television,Households_with_Telephone_Mobile_Phone,Having_latrine_facility_within_the_premises_Total_Households,Main_source_of_drinking_water_Tapwater_Households,sex_ratio,Literacy Rate,Female_Literacy_Gap
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,MEGHALAYA,395124,196285,198839,187527,87371,100156,154180,88839,65341,110617,43563,240944,12456,1646,271596,34,284,45,7150,41677,510,83717,8039,4790,17352,30613,30960,16522,1013.0,47.46029094663954,-5.8580838981998005
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,MEGHALAYA,142334,73170,69164,82062,45003,37059,53069,32826,20243,38397,14672,89265,7036,1050,132984,27,332,10,482,10940,179,39643,826,695,6721,6235,15916,6492,945.0,57.654530892126964,7.923372152002706
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,MEGHALAYA,643291,324159,319132,358702,193438,165264,255693,151914,103779,188371,67322,387598,122936,106788,389956,209,3392,144,10006,51301,1630,157945,10856,3589,35051,45766,73800,20818,984.0,55.76045677617129,7.888333971757433
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,MEGHALAYA,383461,193715,189746,230678,117307,113371,163345,89694,73651,119803,43542,220116,6498,1533,366881,58,1313,38,476,32873,149,87131,6450,1683,12548,19192,29492,22687,980.0,60.15683472373984,0.8076655140137223
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,MIZORAM,400309,199270,201039,340595,169547,171048,174636,104643,69993,151410,23226,225673,13249,5264,379134,105,1570,76,64710,79804,4019,100911,31310,9581,59257,73438,80980,55588,1009.0,85.08302336445097,0.0020577922303477436
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,MIZORAM,125745,63388,62357,100802,51440,49362,60342,34129,26213,53111,7231,65403,1075,699,123446,9,151,45,9115,23948,186,31112,4087,1237,13445,19039,24612,17370,984.0,80.16382361127678,1.9906876902169413
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,MIZORAM,83955,42918,41037,65895,34147,31748,36672,22733,13939,29697,6975,47283,4000,4426,75210,16,108,2,8787,14853,367,22176,2530,867,8392,12841,16632,11477,956.0,78.48847596926926,2.199023620345608
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,MIZORAM,117894,60599,57295,62861,36444,26417,45566,28517,17049,38082,7484,72328,1668,522,63892,52,51549,122,5213,9283,162,27266,2515,631,6657,7895,15309,7684,945.0,53.31993146385736,14.032616125374208
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,MIZORAM,161428,82891,78537,121122,64515,56607,78292,46230,32062,62013,16279,83136,5231,1290,127124,74,27543,93,14037,26394,482,38794,5509,1982,15871,21471,28570,17757,947.0,75.03159303218773,5.754272130573524
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,MIZORAM,86364,44828,41536,60191,32977,27214,39339,24016,15323,36185,3154,47025,2989,1782,69104,13,12328,25,4010,12158,90,20855,1771,565,6263,10031,14784,4404,927.0,69.69454865453199,8.044330079717133
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,MIZORAM,56574,28594,27980,42233,21861,20372,19461,12211,7250,14694,4767,37113,933,514,54977,11,102,4,4783,7400,168,12827,2204,507,4797,5856,9981,7068,979.0,74.650899706579,3.6439526569578384
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,MIZORAM,64937,32851,32086,54476,27598,26878,32397,18261,14136,29838,2559,32540,991,335,63444,6,60,9,5511,12315,131,15490,2128,702,7043,10185,12317,8459,977.0,83.89054006190617,0.2409973608395788
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,NAGALAND,378811,197394,181417,278037,150142,127895,151350,99645,51705,122358,28992,227461,108900,31212,234239,566,1270,2148,42378,71413,3303,111969,27532,10008,50453,60055,72398,10539,919.0,73.39728782955089,5.564285616720499
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,NAGALAND,267988,138966,129022,197489,107038,90451,114825,68140,46685,99408,15417,153163,25496,4384,234955,998,1519,80,20712,50724,1928,76100,23439,8428,29077,38531,37427,25045,928.0,73.69322506977925,6.919497589012458
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,NAGALAND,194622,101092,93530,159494,83479,76015,100067,57084,42983,81046,19021,94555,9840,2057,181847,78,442,66,7236,40154,537,55278,10299,3805,20192,22667,41057,24062,925.0,81.95065306080505,1.3038681428587107
Nagaland,Mon,26.69207374301676,95.03072988826828,261,NAGALAND,250260,131753,118507,119626,67432,52194,147654,79425,68229,104981,42673,102606,8102,3444,236494,84,1256,314,1080,14398,178,51022,1772,1007,5647,13012,27663,20867,899.0,47.80068728522337,7.137650352196373
Nagaland,Phek,25.63272986577182,94.56814563758392,266,NAGALAND,163418,83743,79675,105893,57926,47967,80277,41556,38721,63645,16632,83141,3563,950,158224,31,350,17,2073,36182,170,46198,5926,1780,9553,17005,29489,31634,951.0,64.79885936677722,8.967828592043459
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,NAGALAND,196596,101933,94663,117511,63653,53858,98154,52931,45223,73518,24636,98442,2979,1052,191864,27,572,5,773,24998,155,50141,2760,1063,7687,13878,22080,28436,929.0,59.77283362835459,5.551463179772309
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,NAGALAND,166343,84505,81838,128208,67385,60823,78412,42096,36316,63512,14900,87931,5605,2043,158236,34,318,8,3228,25268,198,46669,8030,1592,10923,14850,22108,8234,968.0,77.07447863751405,5.419623765894432
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,NAGALAND,140757,71217,69540,102881,53504,49377,79466,41178,38288,49382,30084,61291,2580,772,136995,39,286,6,1433,28846,261,37311,5560,2258,9954,15491,22868,18102,976.0,73.09121393607423,4.122952643019396
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,ORISSA,2320529,1185787,1134742,1621232,902359,718873,932707,684020,248687,618064,314643,1387822,2197709,94254,6434,237,111,201,36478,296834,7370,683594,105962,8591,161266,256167,145565,71889,957.0,69.8647592854905,12.746670800992488
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,ORISSA,1506337,760260,746077,1094140,596269,497871,468599,409559,59040,328097,140502,1037738,1398543,104202,745,169,81,111,15864,164636,2637,428106,67536,3670,86821,165031,62233,13097,981.0,72.635804604149,11.69776410968737
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,ORISSA,2624470,1352760,1271710,2011469,1103033,908436,936365,761876,174489,696274,240091,1688105,2457729,141263,11985,1026,6276,1180,103177,349587,15046,790297,181601,15494,236867,298570,205665,123194,940.0,76.64286503560719,10.105234652455852
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,ORISSA,1192811,612593,580218,829910,464093,365817,435533,340552,94981,277338,158195,757278,1185542,4805,727,124,366,39,19846,117172,1810,352369,43064,3533,66148,98136,51080,17395,947.0,69.57598479557952,12.710583622932447
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,ORISSA,577817,282882,294935,262537,153663,108874,293933,155907,138026,170371,123562,283884,353160,1556,219482,53,2180,66,12035,63112,635,175145,12556,656,23672,34820,23322,27133,1043.0,45.436011747664054,17.40595501027307
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,ORISSA,3529031,1779218,1749813,2210050,1262652,947398,1501772,990027,511745,900744,601028,2027259,3486059,13315,23975,590,174,170,120191,405298,9049,1015394,97147,9066,257515,368877,215821,196326,983.0,62.62483950976912,16.823868997989333
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,ORISSA,579505,296690,282815,405879,228092,177787,247707,172018,75689,172069,75638,331798,553587,12783,10462,1441,80,70,18950,81433,2498,177186,22010,3966,57831,65742,35184,24394,953.0,70.03891252016807,14.01554126135528
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,ORISSA,1576869,787101,789768,802036,484177,317859,751930,447290,304640,376757,375173,824939,1555367,4975,11160,796,175,1225,17610,91171,1953,494748,27385,3547,58571,95057,47442,19264,1003.0,50.86256372596583,21.266824856478756
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,ORISSA,733110,359945,373165,399786,233900,165886,355349,193515,161834,167112,188237,377761,580300,2138,148895,82,290,47,6938,28736,768,242935,14962,1278,19477,37068,19176,8309,1037.0,54.53288046814257,20.52835615256062
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,ORISSA,1440361,717814,722547,1089265,579970,509295,466890,386382,80508,322265,144625,973471,1386792,50247,1423,169,62,52,15879,173107,1628,438243,75926,2686,96234,172218,58387,26190,1007.0,75.62444414976524,10.310624450982841
Orissa,Khordha,20.054162322274863,85.52234834123229,386,ORISSA,2251673,1167137,1084536,1749936,957515,792421,792193,645880,146313,632625,159568,1459480,2147632,84060,12527,1264,475,476,160277,349860,35701,688729,247498,33514,253754,324544,230413,147354,929.0,77.7171463174271,8.974200623654005
Orissa,Koraput,18.82627794779476,82.81278469846964,398,ORISSA,1379647,678809,700838,568090,340843,227247,693406,384053,309353,396460,296946,686241,1294151,8850,68550,518,219,491,39631,85766,3988,460128,29000,6922,60021,87649,58682,53017,1032.0,41.17647485190052,17.78687554288692
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,ORISSA,613192,303624,309568,244706,147001,97705,310666,170495,140171,179030,131636,302526,600219,1871,10039,213,43,195,4738,24604,448,183723,5585,820,16397,26853,12839,8613,1020.0,39.906913332202635,16.853749676480646
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,ORISSA,2519738,1256213,1263525,1369397,794171,575226,1223534,697782,525752,548390,675144,1296204,2113079,33706,15008,661,162,109,29031,140189,2950,753589,72847,6279,83167,166662,109355,37517,1006.0,54.34680113567363,17.6939598724489
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,ORISSA,962789,502636,460153,688362,392333,296029,343633,284591,59042,229076,114557,619156,955754,5278,383,107,33,24,11159,124984,1163,288334,33148,2270,50425,88288,43798,32053,915.0,71.49666230087797,13.722360738385708
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,ORISSA,610382,301962,308420,299383,180903,118480,305438,168155,137283,151694,153744,304944,601092,4952,1778,724,76,905,6414,43976,757,209127,10131,1346,21975,38600,23219,16217,1021.0,49.048464731921975,21.494045697509467
Orissa,Puri,19.83509174603177,85.86698989898981,387,ORISSA,1698730,865380,833350,1291939,704857,587082,621676,498461,123215,450536,171140,1077054,1644905,46094,4239,193,243,94,33331,201605,3416,474224,87000,4693,118112,178144,87997,34363,963.0,76.05322799974098,11.002145593918177
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,ORISSA,967911,471960,495951,407735,241959,165776,467122,258032,209090,227815,239307,500789,874445,4607,84916,219,249,123,24924,61543,1553,286548,17681,2090,42998,56834,33500,41952,1051.0,42.125257384201646,17.84096184894598
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,ORISSA,1041099,526877,514222,703691,393192,310499,505840,313161,192679,336854,168986,535259,964188,20120,50637,2506,310,86,33612,126498,5231,315495,45828,5946,91058,104722,56878,60077,976.0,67.59117048426711,14.244619080938092
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,ORISSA,2093437,1061147,1032290,1342322,750147,592175,873227,584687,288540,535112,338115,1220210,1532352,71391,385011,5713,710,721,77581,223537,12787,618062,94710,14641,164585,214427,132466,93762,973.0,64.12048702683673,13.326912338446718
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,PONDICHERRY,200222,97809,102413,154916,79903,75013,68301,53139,15162,58342,9959,131921,152638,28835,18391,46,63,54,28366,47880,1868,69333,18998,2550,38869,38555,30326,45373,1047.0,77.3721169501853,8.447307190515186
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,PONDICHERRY,41816,19143,22673,36470,16610,19860,11802,9093,2709,10404,1398,30014,27940,12856,958,3,21,14,3632,7150,574,12110,4475,858,6488,6913,7041,1604,1184.0,87.21541993495313,-0.8251633019590199
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,PONDICHERRY,55626,27301,28325,39274,19919,19355,16760,14047,2713,15373,1387,38866,53537,1191,873,3,1,4,10399,12859,207,15519,3836,226,7393,7831,10895,13301,1038.0,70.60367454068242,4.628835097906436
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,PUNJAB,2490656,1318408,1172248,1684770,932981,751789,917856,735195,182661,787254,130602,1572800,690939,12502,54344,1716935,876,3152,279993,461231,29961,660953,142399,56185,413460,379572,379230,218410,889.0,67.6436248120977,6.633478076726595
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,PUNJAB,1388525,743197,645328,844868,488261,356607,549986,432988,116998,452678,97308,838539,380569,16299,2474,984286,246,1266,118427,255650,11284,355722,70240,36173,204051,215302,232629,151659,868.0,60.84643776669487,10.4375798875458
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,PUNJAB,617508,326671,290837,381285,215767,165518,221555,185049,36506,190415,31140,395953,141363,3125,1227,469789,155,1109,62103,113549,4348,158863,29838,15528,93053,95758,99988,48872,890.0,61.745758759400694,9.139330535937429
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,PUNJAB,600163,320795,279368,426033,238696,187337,214783,182777,32006,192845,21938,385380,152851,16808,1698,427521,48,178,64037,113683,5138,174896,34990,18239,98080,98401,99858,44186,871.0,70.98621541147988,7.350213883781143
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,PUNJAB,2029074,1071637,957437,1227511,707070,520441,756695,596406,160289,618362,138333,1272379,906408,6844,19358,1090815,454,1143,141899,349662,10042,502390,82448,37105,277615,290671,274015,161386,893.0,60.49611793359927,11.622636643900485
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,PUNJAB,2298323,1212617,1085706,1634719,907660,727059,757138,637652,119486,625778,131360,1541185,1074332,27667,176587,1002874,405,580,244468,411216,14428,606348,104345,32484,365644,336075,258924,124910,895.0,71.12659969899792,7.8848623469074735
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,PUNJAB,1586625,809057,777568,1199699,637927,561772,499822,412506,87316,411011,88811,1086803,1000743,23089,14968,538208,3476,2034,201675,319930,13747,551265,93618,33720,285904,278411,210621,177302,961.0,75.61326715512487,6.600899945586058
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,PUNJAB,2193590,1145211,1048379,1622537,882581,739956,774472,639484,134988,689592,84880,1419118,1394329,30233,26016,718363,11385,4011,299449,446200,39082,708130,162965,72374,401189,395069,392909,297183,915.0,73.96719532820627,6.486144593612031
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,PUNJAB,815168,426311,388857,576567,316254,260313,284165,235562,48603,248208,35957,531003,336124,10190,5445,453692,6662,553,110555,161206,9732,261203,48221,23561,144945,145116,137713,87546,912.0,70.72983728507498,7.24075255366996
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,PUNJAB,3498739,1867816,1630923,2560225,1428348,1131877,1284822,1053600,231222,1138654,146168,2213917,1502403,77713,16517,1863408,2007,19620,488757,703624,58589,1036821,272280,120172,604959,606726,667902,438455,873.0,73.17564985556224,7.0705503307630035
Punjab,Mansa,29.919547714285724,75.4304922857143,47,PUNJAB,769751,408732,361019,423560,244037,179523,328512,230739,97773,247175,81337,441239,156539,10375,917,598443,123,1577,39414,140099,2673,196389,27461,12805,102314,111889,99571,71808,883.0,55.025586196055606,9.979125155826962
Punjab,Moga,30.756540067340065,75.1600845117845,42,PUNJAB,995746,525920,469826,627889,348549,279340,359172,292379,66793,304880,54292,636574,158414,9388,3277,818921,178,436,89445,183396,7897,288439,37417,26253,152610,155841,167596,91608,893.0,63.057145095235136,6.8180942160411036
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,PUNJAB,901896,475622,426274,524848,300401,224447,335326,272699,62627,287205,48121,566570,254920,4333,1681,638625,240,744,76441,166585,4571,224157,36905,23185,130482,135144,133635,94584,896.0,58.19384940170485,10.506386898016196
Punjab,Patiala,30.214540380693364,76.27505893949697,48,PUNJAB,1895686,1002522,893164,1266791,711052,555739,660267,549661,110606,570391,89876,1235419,783306,40043,5683,1059944,245,1914,209192,352929,24274,517369,141947,57008,308440,303548,309524,207661,891.0,66.82493830729351,8.70494005651664
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,PUNJAB,684627,357485,327142,502731,278534,224197,233676,186910,46766,194209,39467,450951,304481,14492,2094,361045,118,653,67749,129123,6600,208699,38823,17248,111937,114425,88385,80769,915.0,73.43137211941685,9.38286392631329
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,PUNJAB,1655169,878029,777140,1002077,570413,431664,568758,485129,83629,499792,68966,1086411,389410,179116,2406,1077438,268,3222,135280,305557,10736,448944,73636,35264,244837,252535,259912,150522,885.0,60.54227695177955,9.41996208829785
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,RAJASTHAN,2583052,1324085,1258967,1526673,926268,600405,1053722,686149,367573,827181,226541,1529330,2201663,314159,10605,6799,417,45614,171799,393498,13499,684254,172683,24509,250461,363250,204571,247504,951.0,59.10345591184382,22.26503869811553
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,RAJASTHAN,3674179,1939026,1735153,2182476,1359829,822647,1708542,994171,714371,1179461,529081,1965637,3039279,547335,2696,64532,4384,13221,123478,485723,9750,995261,222622,30207,258862,477446,172919,189088,895.0,59.40037216477477,22.718855891050083
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,RAJASTHAN,1797485,907754,889731,829343,513854,315489,916574,482236,434338,542983,373591,880911,1701234,48834,22250,427,138,22613,34189,120603,2324,429844,47094,5287,48693,108760,45574,38137,980.0,46.13907765572453,21.148266922470594
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,RAJASTHAN,1222755,633945,588810,693307,432607,260700,552583,329754,222829,359785,192798,670172,1133349,79984,1432,3066,84,2795,32685,161310,1363,318988,49939,5741,88344,150412,42258,57191,929.0,56.70040196114512,23.96471990120982
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,RAJASTHAN,2603751,1369022,1234729,1188322,783461,404861,1202482,696240,506242,741367,461115,1401269,2244882,321192,1157,450,157,34010,39580,126494,2766,598805,39533,27009,52926,299183,66597,95785,902.0,45.63884949060029,24.438325124749365
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,RAJASTHAN,2548462,1355726,1192736,1480869,943910,536959,1071154,647198,423956,694929,376225,1477308,2143046,371286,1576,23456,899,5758,61113,288723,4179,609134,132571,10349,160190,303255,85903,101103,880.0,58.108341423179944,24.604851616664288
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,RAJASTHAN,2408523,1220736,1187787,1256126,777582,478544,1148165,674589,473576,883329,264836,1260358,2224839,142427,1978,1468,183,35149,93768,373644,6207,675880,106667,17508,175393,341043,115740,183367,973.0,52.15337366510513,23.409097020343832
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,RAJASTHAN,2363937,1240801,1123136,1278801,782399,496402,986208,640572,345636,752768,233440,1377729,2073356,235741,1901,20072,285,30850,108812,220793,7607,531933,101714,17113,138480,287946,195188,224200,905.0,54.09623860534354,18.858108277339834
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,RAJASTHAN,1110906,577160,533746,585044,371705,213339,526091,314806,211285,361070,165021,584815,1017688,66609,682,11059,144,13455,33406,136969,1392,303288,41052,5787,78692,143433,42082,51021,925.0,52.66368171564471,24.432283132463784
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,RAJASTHAN,1544338,783171,761167,821825,514851,306974,802755,456632,346123,656904,145851,741583,1413163,97855,1274,1515,252,25843,59190,268172,4941,455653,67155,11261,119801,223599,67820,136583,972.0,53.215358295917085,25.409894040397994
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,RAJASTHAN,2039547,1051446,988101,1149269,696729,452540,902829,541404,361425,628381,274448,1136718,1777879,249736,958,402,188,7104,74197,231696,2577,493893,77282,9938,131174,268431,200805,268551,940.0,56.34922852966859,20.464926170055975
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,RAJASTHAN,1634409,857787,776622,938051,596935,341116,684495,398151,286344,506214,178281,949914,1582335,45488,439,296,94,3737,35600,195277,1719,420694,90833,6664,82113,202591,50480,54241,905.0,57.39389589753849,25.667078624120464
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,RAJASTHAN,1206516,653647,552869,683098,435721,247377,523212,339110,184102,317617,205595,683304,1127520,72258,688,1356,92,2739,24561,96086,1330,273296,37856,3614,51423,117770,33172,35615,846.0,56.617400846735556,21.915752032915098
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,RAJASTHAN,1388552,696532,692020,681591,415820,265771,641515,346624,294891,216411,425104,747037,1340065,28662,830,240,226,16141,26351,141275,1477,354363,39312,4385,46510,115373,38043,44442,994.0,49.086458411352254,21.29351727014541
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,RAJASTHAN,1969168,1043340,925828,1193343,710908,482435,912672,596320,316352,680563,232109,1056496,1437144,50688,2077,474853,938,1988,88543,283142,6295,562594,104071,21515,181616,284669,316783,274355,887.0,60.6013808877658,16.02922058611017
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,RAJASTHAN,1774692,931184,843508,1034136,624281,409855,835260,512802,322458,642109,193151,939432,1433067,118673,1542,216997,241,1935,55515,243163,3360,497753,84185,16537,140280,249474,278373,246593,906.0,58.271294399253506,18.452293762375938
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,RAJASTHAN,6626178,3468507,3157671,4300965,2554793,1746172,2464893,1714947,749946,2060010,404883,4161285,5819980,687452,12708,18782,1020,81079,570997,990085,76565,1732679,703673,142866,764302,974168,694107,661375,910.0,64.90868491610095,18.35748542439456
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,RAJASTHAN,669919,361708,308211,308653,210415,98238,288903,182565,106338,175383,113520,381016,497045,168129,874,1723,98,1521,12431,43141,754,189947,10604,5218,19388,81102,26456,27456,852.0,46.07318198170226,26.29899532733342
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,RAJASTHAN,1828730,936634,892096,829582,543923,285659,896644,494906,401738,660719,235925,932086,1732852,78990,730,231,144,14640,39745,161845,1585,467418,25210,12367,54245,237522,51153,136516,952.0,45.36383173021715,26.050991112683832
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,RAJASTHAN,1411129,725143,685986,739792,466815,272977,685950,402825,283125,475653,210297,725179,1299751,96164,842,819,46,12488,38909,220428,1750,362387,47985,5385,96225,167020,46984,75401,946.0,52.42554011716859,24.58220062678766
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,RAJASTHAN,2137045,1095896,1041149,1370360,815834,554526,894649,541392,353257,592813,301836,1242396,1905682,228178,1004,275,56,548,131987,297559,4828,650809,158936,15861,189511,314807,205571,231401,950.0,64.12405915645202,21.183508264236362
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,RAJASTHAN,3687165,1923928,1763237,2031532,1265753,765779,1489741,965103,524638,1056479,433262,2197424,3224399,411558,6035,4123,514,36697,197135,408808,19335,891657,177199,40768,246002,491165,248676,305339,916.0,55.09739867893083,22.359746698147347
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,RAJASTHAN,1458248,783639,674609,805849,531904,273945,628726,371058,257668,438337,190389,829522,1370977,81553,602,297,70,3424,28296,132079,1059,364355,67639,3820,49752,166652,41754,54328,861.0,55.26145072717398,27.2681851714763
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,RAJASTHAN,1951014,1021161,929853,1298345,765396,532949,748811,534650,214161,577548,171263,1202203,1661307,243993,5665,11058,280,25742,165563,339899,12843,515189,167778,24848,236764,283909,195286,225351,911.0,66.5471903328218,17.63810518271628
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,RAJASTHAN,3307743,1696325,1611418,1758624,1102750,655874,1425882,857031,568851,985927,439955,1881861,2833443,454487,1912,366,163,12940,97267,347344,4449,842201,117444,26150,184518,465022,209311,237329,950.0,53.16688751211929,24.306511723038476
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,RAJASTHAN,2037573,1025422,1012151,1085693,667381,418312,842327,523077,319250,605288,237039,1195246,1870543,143476,1345,1540,141,18974,94821,326793,4043,652717,67021,14175,154761,316935,124303,197827,987.0,53.28363695435697,23.754534906177817
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,RAJASTHAN,1156597,581339,575258,619139,383334,235805,550831,319534,231297,362584,188247,605766,1105676,33677,759,260,100,14966,36073,193276,1989,365676,34286,7060,80267,168164,49135,86777,990.0,53.53109164211908,24.948666232742294
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,RAJASTHAN,1335551,704031,631520,741748,486184,255564,578068,343802,234266,418555,159513,757483,1165505,155681,945,812,177,9991,40116,140947,1887,353321,70870,4398,61935,171024,52475,54946,897.0,55.53872521528568,28.58910938178139
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,RAJASTHAN,2677333,1374990,1302343,1652117,995275,656842,1006504,657854,348650,698711,307793,1670829,2342076,327583,1122,356,177,4050,131342,339457,5647,705834,181282,22494,218772,384989,222955,248633,947.0,61.7075649536311,21.948755224630332
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,RAJASTHAN,1036346,534231,502115,476806,309900,166906,419829,272196,147633,313292,106537,616517,996562,30479,1284,572,114,6829,47182,134089,2146,308174,27076,6343,65197,125006,54218,81766,940.0,46.008379440843115,24.76802195654469
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,RAJASTHAN,1421326,728136,693190,749659,478329,271330,649161,371848,277313,495797,153364,772165,1243527,153146,754,378,122,22458,32359,158264,1908,380666,67155,6295,83447,189703,49974,58786,952.0,52.743635168849366,26.550034268464408
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,RAJASTHAN,3068420,1566801,1501619,1582629,973444,609185,1365783,835839,529944,822355,543428,1702637,2869976,104307,7406,4278,209,78647,128320,357846,14211,848218,142672,27979,180282,330546,150738,150942,958.0,51.57797824287418,21.5608497900379
Sikkim,East,27.29600352941175,88.74908392156858,93,NCT OF DELHI,1709346,907500,801846,1352998,748382,604616,579692,486951,92741,555026,24666,1129654,1410852,178807,15792,53027,2643,46927,327253,352758,80037,462218,246988,87499,320151,329844,331089,333999,884.0,79.15296259505097,7.0633285280991
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,TAMIL NADU,754894,374703,380191,480604,269582,211022,359851,212547,147304,272241,87610,395043,708397,7942,37403,104,88,65,39642,177502,1749,254277,57524,2937,165150,134358,35933,173304,1015.0,63.66509735141622,16.441307084657286
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,TAMIL NADU,4646732,2335844,2310888,3776276,1968079,1808197,1817297,1369302,447995,1619554,197743,2829435,3751322,439270,358662,2851,2804,51708,910262,1096334,217368,1314125,905515,146388,1055696,1017122,1057802,908587,989.0,81.267350903818,6.008736749451438
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,TAMIL NADU,3458045,1729297,1728748,2635907,1394790,1241117,1567950,1083125,484825,1443252,124698,1890095,3044145,211035,190314,1112,435,3284,675153,896325,63273,1169752,440520,87211,841918,777347,630809,886960,1000.0,76.22535276435094,8.863651379671166
